,datetime,content,title
521,2021-06-09 10:20:27,【机构调查：多数经济学家预计加拿大央行将维持利率不变】加拿大央行自2020年3月新冠肺炎疫情爆发以来一直保持当前汇率不变。此前，根据Data Finder对21位加拿大经济学家的最新调查，大部分加拿大经济学家认为，加拿大央行本月将维持基准利率不变。此外，20位（95%）经济学家表示，失业率已经持续一年并将继续保持在0.25%的水平，超过半数(55%)的经济学家认为，央行在未来10到18个月内不会进行利率互换，100%的专家认为下次利率互换将会加息。,
522,2021-06-09 10:18:02,北向资金净流入达30亿元。,
523,2021-06-09 10:17:21,市场消息：萨尔瓦多总统向国会提交了比特币立法提案。,
524,2021-06-09 10:14:41,港股生物技术股涨跌互现，康希诺生物跌超5%，君实生物跌1.58%，药明生物与药明康德跌超1.3%；亚盛医药涨近4%，歌礼制药涨3.9%。,
525,2021-06-09 10:09:57,核电板块早盘异动拉升，西部材料、台海核电涨停，东方锆业、兰石重装、久立特材、金盾股份等跟涨。,
526,2021-06-09 10:07:04,【郑州今起暂停第一剂次新冠疫苗接种】据河南日报，郑州各县区发布通知：6月9日至30日期间，主要针对已接种第一剂次人群开展第二剂次接种。没有接种新冠疫苗的人群，在最近20多天里不能打第一针？记者立即进行了求证。郑州疾控部门称的确如此，这是为了确保已经打过第一针的人群，在有效间隔时间里接种第二针，但对有出国和其他疫情防控特殊需求的人员，在此期间可继续接种第一剂次。,
527,2021-06-09 10:06:19,墨西哥外长埃布拉德：墨西哥和美国将在夏季末就安全问题进行接洽。,
528,2021-06-09 10:04:21,【惠誉：2020年主权违约率创下历史新高】 惠誉评级称，2020年，主权违约率从2019年的0.9%升至4.2%，增加了逾三倍。,
529,2021-06-09 10:02:31,  旅游股异动，桂林旅游拉升触板，云南旅游、西安旅游、ST腾邦、ST西域等跟涨。,
530,2021-06-09 10:02:19,  印尼主要股指开盘下跌0.4%，至5973.04点。,
531,2021-06-09 09:59:38,墨西哥副财长：墨西哥方面将需要修改法律法规，以与各国希望在G20集团会议上达成的全球税收提案相适应。即将进行的财政改革计划将包括提高税收的效率和减少税收漏洞等。,
532,2021-06-09 09:57:56,墨西哥副财长：政府的目标是将税收从目前的略高于14%的水平提高到相当于GDP的15%的水平。G20的协议将意味着企业在墨西哥境内进行经济活动将需要支付更高的税收。,
533,2021-06-09 09:54:21,港股欧化涨逾20%，公司收入2.35亿港元，同比增加7.2%，净溢利1682.6万港元，扭亏为盈。,
534,2021-06-09 09:53:55,  “20蓝光02”跌近30%，盘中临时停牌。,
535,2021-06-09 09:53:44,华为鸿蒙概念持续活跃，传智教育、美格智能双双晋级三连板，新晨科技、九联科技大涨9%。,
536,2021-06-09 09:53:32,  煤炭板块早盘走高，山煤国际拉升封板，兰花科创、潞安环能、昊华能源、开滦股份等跟涨。,
537,2021-06-09 09:52:45,景点及旅游板块持续拉升，云南旅游涨近6%，桂林旅游、峨眉山A、众信旅游跟涨。,
538,2021-06-09 09:52:04,半导体板块早盘走强，利扬芯片涨超9%，华润微涨超7%，北京君正涨超6%，澜起科技涨超4%，士兰微涨3%。,
539,2021-06-09 09:51:40,【需求驱动增强 市场无烟喷吹煤价格将止跌企稳】进入六月后，国内建筑钢价迎来修复性上涨行情，前期被抑制的需求也有一定释放。下游钢铁行业保供力度有增无减，产品产量高位攀升，唐山限产松动预期，对喷吹煤等原材料市场采购需求将不断释放。同时，动力煤价格的止跌反弹，也将对无烟喷吹煤价格形成底部支撑，预计近期市场无烟喷吹煤价格将止跌企稳，不排除中旬再次走强的可能。（中国煤炭运销协会）,
540,2021-06-09 09:49:43,  【宏盛科技：不会主动参与低价抢占市场】宏盛科技在互动平台表示，公司新能源环卫装备目前的占有率比较高，在销售业务中不仅关注市场占有率，同时也非常注重订单的盈利情况，不会主动参与低价抢占市场。,
541,2021-06-09 09:48:30,【工信部电子司：全球半导体产业进入重大调整期】在6月9日2021年世界半导体大会开幕式上，工信部电子信息司司长乔跃山致辞介绍，当前，全球半导体产业进入重大的调整期，集成电路产业的风险与机遇并存。他指出，在经济全球化的时代，开放融通是不可阻挡的历史趋势。目前，中国是全球主要的电子信息制造业的生产基地，也是全球规模最大、增速最快的集成电路市场。2020年，我国集成电路产业规模达到8848亿元，“十三五”期间年均增速近20%，为全球同期增速的4倍。（中证报）,
542,2021-06-09 09:47:53,恒生科技指数转涨，瑞声科技涨超4%，京东健康涨3.23%，哔哩哔哩涨3.1%。,
543,2021-06-09 09:47:41,医美概念短线拉升，华神科技涨停，朗姿股份涨近6%，哈三联、国际医学、华邦健康跟涨。,
544,2021-06-09 09:46:48,港股物管板块走高，碧桂园服务涨近5%，雅生活服务涨超3%，华润万象生活涨超1%，恒大物业、绿城服务跟涨。,
545,2021-06-09 09:46:03,港股周大福涨1.33%，股价一度刷新历史新高，2021财年营业额同比增长23.6%。,
546,2021-06-09 09:45:43,北向资金净流入达20亿元。,
547,2021-06-09 09:45:25,港股恒指翻红，石油、物管板块走高。,
548,2021-06-09 09:44:32,第三代半导体板块拉升走高，华润微涨超5%，安泰科技、清溢光电、士兰微跟涨。,
549,2021-06-09 09:44:17,  财政部1个月期国库现金定存中标利率3.35%，上次3.10%。,
550,2021-06-09 09:43:58,啤酒概念下挫走弱，惠泉啤酒跌超7%，兰州黄河、珠江啤酒、燕京啤酒跟跌。,
551,2021-06-09 09:43:23,港股特斯拉概念股走强，耐世特涨4.5%，赣锋锂业涨1.7%，力劲科技涨1.2%。,
552,2021-06-09 09:42:49,【商务部有关单位发布《中国对外贸易形势报告 （2021年春季）》】报告认为，当前全球疫情仍未得到有效控制，世界经济复苏不稳定不平衡，国际产业链供应链布局深刻调整，中国外贸发展面临的外部环境仍然错综复杂。同时也要看到，中国经济运行稳中加固、稳中向好，稳外贸政策多措并举，新业态新模式蓬勃发展，外贸企业发展韧性不断增强，将为进出口实现量稳质升提供有力支撑。,
553,2021-06-09 09:42:25,钛白粉板块异动拉升，鲁北化工一度触板，金浦钛业、安宁股份、惠云钛业、攀钢钒钛等跟涨。,
554,2021-06-09 09:42:12,沙特阿美启动首次美元计价伊斯兰债券的发行。,
555,2021-06-09 09:41:54,  半导体芯片股早盘冲高，柘中股份继续一字板，北京君正、立昂微、华润微、澜起科技、捷捷微电等走高。,
556,2021-06-09 09:36:27,【发改委召开视频会议全面部署重要民生商品保供稳价工作】会议要求，重点应对价格异常波动，加强源头治理，严格落实责任制，建立健全价格监测预测预警体系、价格稳定长效机制、防范价格异常波动调控机制、突发应急调控机制、应对物价上涨的民生保障机制、市场价格监管机制等制度体系。,
557,2021-06-09 09:35:52,创业板指日内转涨。,
558,2021-06-09 09:34:26,  军工股开盘走强，炼石航空拉升封板，西仪股份、抚顺特钢、三角防务、钢研高纳等纷纷冲高。,
559,2021-06-09 09:34:12,国家统计局城市司高级统计师董莉娟解读2021年5月份CPI和PPI数据：受铁矿石、焦炭等原材料成本上升影响，黑色金属冶炼和压延加工业价格上涨6.4%，涨幅扩大0.8个百分点。国际市场铜、铝等有色金属价格上涨较多，影响国内有色金属冶炼和压延加工业价格上涨4.4%，涨幅扩大2.3个百分点。,
560,2021-06-09 09:33:40,国家统计局城市司高级统计师董莉娟解读2021年5月份CPI和PPI数据：国际原油价格波动上行，带动国内石油相关行业价格上涨，其中石油和天然气开采业价格上涨1.7%，涨幅扩大1.3个百分点；石油、煤炭及其他燃料加工业价格由降转涨，上涨4.4%。,
561,2021-06-09 09:33:17,  国家统计局：5月从同比看，猪肉价格下降23.8%，降幅比上月扩大2.4个百分点。,
562,2021-06-09 09:32:39,国家统计局城市司高级统计师董莉娟解读2021年5月份CPI和PPI数据：5月份，国际原油、铁矿石、有色金属等大宗商品价格大幅上涨，国内需求稳定恢复，我国工业品价格继续上涨。,
563,2021-06-09 09:32:25,国家统计局：5月份，食品烟酒类价格同比上涨0.8%，影响CPI（居民消费价格指数）上涨约0.24个百分点。畜肉类价格下降11.3%，影响CPI下降约0.46个百分点，其中猪肉价格下降23.8%，影响CPI下降约0.50个百分点。,
564,2021-06-09 09:32:17,国家统计局：2021年5月份，全国居民消费价格同比上涨1.3%。其中，城市上涨1.4%，农村上涨1.1%；食品价格上涨0.3%，非食品价格上涨1.6%；消费品价格上涨1.6%，服务价格上涨0.9%。1­­—5月平均，全国居民消费价格比去年同期上涨0.4%。,
565,2021-06-09 09:31:30,中国5月居民消费价格（CPI）同比增长1.3%，预期增长1.6%，前值增长0.9%。 中国5月工业生产者出厂价格（PPI）同比增长9.0%，预期增长8.5%，前值增长6.8%。,
566,2021-06-09 09:30:38,国债期货小幅高开，10年期主力合约涨0.04%，5年期和2年期基本平开。,
567,2021-06-09 09:29:49,医美龙头朗姿股份打开跌停，集合竞价跌4.85%，公司实控人之一致行动人申炳云同意并承诺，减持实施完毕后将以不低于5亿元的金额，助力公司医美业务的战略实施。,
568,2021-06-09 09:28:28,白酒板块延续昨日跌势，舍得酒业逼近跌停，金种子酒、金徽酒、大豪科技、青海春天、老白干酒、迎驾贡酒等低开超5%。,
569,2021-06-09 09:27:37,柘中股份6连板，公司预计上半年净利润为6000万-8000万元，同比增长2387.36%–3216.47%。,
570,2021-06-09 09:27:27,科创50指数开盘报1420.31点，涨0.09%。,
571,2021-06-09 09:27:15,中证转债指数高开0.03%，岩土转债涨3.6%，斯莱转债涨3%，火炬转债涨2.7%，文灿转债跌2.2%，高澜转债跌1.8%。,
572,2021-06-09 09:25:58,新股东鹏饮料开盘再封涨停，收获上市以来连续第十个涨停，总市值突破600亿元，中一签可赚超11万元。,
573,2021-06-09 09:25:33,三大股指低开，沪指跌0.09％，深成指跌0.13％，创业板跌0.17％。,
574,2021-06-09 09:21:22,港股恒指低开跌0.04％，国企指数跌0.13％。,
575,2021-06-09 09:21:17,央行公开市场今日将进行100亿元人民币7天期逆回购操作。中标利率2.20%，与此前持平。因今日有100亿元逆回购到期，当日实现零投放零回笼。,
576,2021-06-09 09:18:46,【报道称：小米重组团队，做手机芯片】 本土手机巨头小米正在招募团队，重新杀入手机芯片赛道。知情人士称，小米现在正在与相关IP供应商正在进行授权谈判，但公司已经开始在外面招募团队。（半导体行业观察）,
577,2021-06-09 09:18:14,韩国将与新加坡、泰国讨论旅游气泡事宜。,
578,2021-06-09 09:17:06,【国开行今年将发放1000亿元人民币助力构建清洁能源体系】国家开发银行周三表示，今年将安排发放1000亿元人民币，助力构建清洁低碳安全高效的能源体系，该行“十四五”期间设立总规模为5000亿元（等值人民币，含外汇）的能源领域“碳达峰、碳中和”专项贷款。专项贷款将主要用于支持重点流域干流水电、沿海核电、平价风电和光伏发电、海上风电、“风光水火储一体化”综合能源基地、跨区输电通道、抽水蓄能、储能及氢能试点示范、天然气产供储销体系建设、煤层气抽采利用等。,
579,2021-06-09 09:15:39,人民币中间价报6.3956，下调47点，上一交易日中间价报6.3909，在岸人民币上一交易日收报6.3972。,
580,2021-06-09 09:11:53,  高盛：上调周大福目标价11.7%至13.4港元，重申中性评级。,
581,2021-06-09 09:11:30,【科创板融资余额增加3.7亿元】据Wind统计显示，6月8日，科创板两融余额合计620.97亿元，较上一交易日增加4.68亿元。其中，融资余额合计399.69亿元，较上一交易日增加3.7亿元；融券余额合计221.28亿元，较上一交易日增加0.98亿元。,
582,2021-06-09 09:09:56,【习近平：生态是宝藏，是资源，也是财富】8日下午，习近平总书记来到青海湖仙女湾，实地察看青海湖环境综合治理、生物多样性保护工作成效。他指出，我之前去看了三江源、祁连山，这一次专门来看看青海湖。青海在生态文明方面的战略位置非常重要，分量很重。要把青海生态文明建设好、生态资源保护好，把国家生态战略落实好、国家公园建设好。生态是资源和财富，是我们的宝藏。（央视新闻）,
583,2021-06-09 09:09:31,【诺思兰德董事长许松山：今年将重点加大创新药研发投入和产业化布局】诺思兰德董事长、总经理许松山日前表示，公司自成立以来一直专注于创新药的研发，今年公司将继续加大研发投入和产业化布局，为公司预计在2023年上市销售的创新药提前做好商业化布局。（中国证券报）,
584,2021-06-09 09:07:39,  比特币恐惧与贪婪指数6月9日读数为14，较前一日上涨1点，表明市场情绪仍旧处于极度恐惧状态。比特币价格24小时跌幅1.69%。最近24小时，共有160319人爆仓，9.83亿美元资金蒸发，最大单笔爆仓单发生在Huobi-ETH价值739万美元。最近1小时爆仓规模1332.09万美元。,
585,2021-06-09 09:07:11,焦炭主力合约日内涨幅达3.2%。,
586,2021-06-09 09:06:54,【创维数字：如果海思推出合适的XR芯片，我们会增加及使用其芯片】创维数字在互动平台表示，VR硬件方面公司在2020年及之前与海思芯片有联合开发及测试，后面由于一些原因海思项目暂停，公司推出了新的芯片方案，以后如果海思推出合适的XR芯片，我们会增加及使用其芯片。,
587,2021-06-09 09:05:06,【银河证券：国内宠物食品行业处于成长期 市场增量可期】银河证券指出，基于人口老龄化、单身人士增加等社会结构变化以及养宠精细化等消费模式变化，叠加宠物行业中宠物食品占据半壁江山，国内宠物食品行业处于成长期，国内市场增量可期。建议关注国内市场优先发力且潜力可期的企业。,
588,2021-06-09 09:03:58,【中国宝安等9股获融资净买入超亿元】统计显示，6月8日共有946只个股获融资净买入，净买入金额在千万元以上的有229只。其中，9只融资净买入额超1亿元。中国宝安获融资净买入额居首，当日净买入3.76亿元；其次是通威股份，融资净买入3.22亿元。此外，皓元医药、东方雨虹、复星医药、顺丰控股、上海贝岭、润和软件、兴业银行等股获融资净买入额超1亿元。（证券时报）,
589,2021-06-09 09:03:45,【义乌5月整体房价同比上涨21.5%】据中国房价行情网数据，2021年5月，义乌整体房价为2.67万元/平米，同比上涨了21.5%。房价已经超过诸多二线省会城市，而在全国县级市中房价仅次于海南陵水县。半年时间，义乌连续三次出现楼面价破3万的土地。,
590,2021-06-09 09:02:45,ARK基金增持京东物流股票，减持京东和虎牙股票。,
591,2021-06-09 09:02:04,上海黄金交易所黄金T+D早盘盘初下跌0.11%报385.92元/克；白银T+D下跌0.48%报5595.0元/千克。,
592,2021-06-09 09:01:24,台湾加权指数开盘下跌30.18点，跌幅0.18%，报17046.03点。,
593,2021-06-09 09:00:55,  富时中国A50指数期货开盘跌0.02%，上个交易日凌晨夜盘跌0.1%。,
594,2021-06-09 09:00:22,  国内商品期货早盘开盘普涨，黑色系领涨，铁矿涨超4%，郑煤、焦炭等涨超2%，焦煤、沪镍、SS等涨超1%，燃油、螺纹等小幅上涨；纸浆跌超2%，棕榈、郑油等小幅下跌。,
595,2021-06-09 08:57:07,【基金经理薪酬大揭密！多家公司密集招人，港股基金经理成香饽饽】 多家基金公司近期发布了基金经理招聘信息，其中公募基金旗下的港股基金经理最高，不含年终奖的收入最低40万，最高70万，债券型基金经理收入最低，若无年终奖，一年收入不到20万。（券商中国）,
596,2021-06-09 08:56:40,【供应商员工确诊 台积电无尘室工程受延误】台湾经济日报援引汉唐总经理陈柏辰的话报道，三名员工确诊导致该公司承揽的台积电位于新竹的宝山12厂P8工程停工全面进行消毒作业。,
597,2021-06-09 08:54:48,【国家铁路局：发布12项铁道行业标准 新制定标准7项，修订标准5项】国家铁路局近日发布《电动车组救援制动指令转换装置》等12项铁道行业标准，12项标准中新制定标准7项，修订标准5项，自2021年12月1日起实施。包括机车车辆、通信信号专业的技术标准，主要针对电动车组救援制动指令转换装置、动车组铝合金铸件、铁路车辆轴承塑料保持架、铁路无损检测材料、道口信号机等提出了技术要求、试验方法和检验规则；对铁路数字移动通信系统（GSM-R）提出了总体技术要求，以及通用分组无线业务（GPRS）支持节点相关接口的技术要求和试验方法；对内燃机车牵引热工性能的运行试验明确了试验方法；规定了铁路信号的主要术语和定义。,
598,2021-06-09 08:53:56,  中金：给予京东物流跑赢大盘的初始评级，目标价56.56港元。,
599,2021-06-09 08:53:48,  高盛继续看好欧元兑美元走强，目标汇价上看1.25。,
600,2021-06-09 08:50:20,澳大利亚S&P/ASX200指数涨0.6%至7334.3，续刷纪录新高。,
601,2021-06-09 08:49:51,【北京君正：二季度经营良好，总体从趋势上看应该能保持增长】北京君正表示，目前来看，公司第二季度经营良好，总体从趋势上看应该能保持增长，具体情况大家可以关注一下公司定期报告。车规DRAM一直在不断迭代升级，我们的产品也在不断迭代升级，目前我们有DDR4、LPDDR4等产品。在DRAM市场公司会随着市场需求不断更新工艺。目前美光在车规存储市场是第一，我们是第二，长期以来保持了这样的格局。,
602,2021-06-09 08:47:30,【全力围剿经营贷入楼市 4家银行领巨额罚单】当前，各部门仍在大力严查房地产领域的各项违规，尽管监管三令五申禁止资金违规流入楼市，近期仍有多家银行因此受罚。6月8日，北京银保监局官网连续发布6张罚单，4家银行因涉及消费贷、个人经营性贷款严重违反审慎经营规则等问题被罚。（证券时报网）,
603,2021-06-09 08:47:07,澳洲联储助理主席肯特：正仔细研究住房贷款标准和债务趋势；到目前为止，住房贷款标准并没有下降。,
604,2021-06-09 08:45:29,【国盛证券：沪指3530点附近或有较强支撑，注意题材上的高低切换】国盛证券指出，周二两市震荡收跌，随着医美、酿酒等板块的快速回落，可以看出目前市场正对前期赚钱效应最强的部分进行反噬，主力资金调仓或将加速新的主线形成。操作上，沪指3580点下方保持谨慎，3530点附近或有较强支撑，注意题材上的高低切换，其中半导体、5G属于科技板块复苏方向，区块链、工业互联、上海自贸等属于政策驱动方向，军工相关题材或有情绪上的持续性，把握板块轮动机会。（证券时报）,
605,2021-06-09 08:45:14,【猪周期底部未至 年内仍有反弹机会】6月8日，国内期货市场上生猪期货主力合约2109在盘内飘红的背景下再度收跌，这已是该主力合约连续第10个交易日报收下跌。一位不具名生猪养殖上市公司负责人表示，目前生猪养殖的亏损是短暂的，不会长久持续。一方面，非洲猪瘟疫情出现后，养殖刚性成本已经提升，另一方面冬季需求也会相应改善，此外今年一季度有很多仔猪腹泻情况出现，对产能影响主要体现在三季度，届时市场供给会相对减少，有望支撑猪价回温。因此综合看，规模厂全年普遍还是可以盈利的。（第一财经）,
606,2021-06-09 08:41:29,【两市融资余额增加6.33亿元】截至6月8日，上交所融资余额报8381.15亿元，较前一交易日增加4.56亿元；深交所融资余额报7476.2亿元，较前一交易日增加1.77亿元；两市合计15857.35亿元，较前一交易日增加6.33亿元。,
607,2021-06-09 08:41:01,【轮胎价格上涨 引发自行车、电动车集体涨价】相关数据显示，今年以来，部分有较强议价能力的品牌电动自行车提高了平均售价，涨幅在5%至10%之间。比如爱玛电动车此前对经销商发布了调价通知，平均单辆涨幅在80元至200元不等。据雅迪电动车代理商介绍，从年初开始，雅迪每辆车销售价格上涨100元。此外，还有多家电动自行车配件企业相继发布涨价通知函。（轮胎商业）,
608,2021-06-09 08:40:12,  康龙化成：拟发行3亿美元于2026年到期的零息可转换债券及人民币19.16亿元于2026年到期的美元结算零息可转换债券。,
609,2021-06-09 08:38:53,【多地蓄势发展海洋经济 新增长引擎结构初显】自然资源部发布的数据显示，近几年，我国海洋经济持续增长，海洋生产总值由2016年的69694亿元增至2019年的89415亿元，占国内生产总值的比重达到9%。有业内人士表示，进入“十四五”时期，海洋经济将进入新发展阶段，前景更广阔。我国沿海省市已将海洋强省（市）作为综合实力发展的重要战略。有机构统计，我国11个沿海省份均将发展海洋经济写入“十四五”规划纲要，计划大力发展海洋经济。（经济参考报）,
610,2021-06-09 08:37:33,  中国银行：给予京东健康买进的初始评级，目标价140港元。,
611,2021-06-09 08:36:37,【进入淡季 水泥需求下滑】6月以来，华东地区水泥主产区迎来高温雨水天气，工程施工进度放缓，水泥市场处于传统淡季，出货量下滑明显。水泥库存量攀升至今年以来高位。据百川盈孚监测，6月3日，水泥库容比达67.25，今年以来均值为58.39。随着夏季的到来，多个地区陆续开启水泥错峰生产。业内人士指出，部分企业错峰生产是自发行为，顺势而为起到保价的作用。有的地区则是相关政策的约束和规范。（中国证券报）,
612,2021-06-09 08:34:13,韩国新增602例新冠肺炎确诊病例，新增2例死亡病例。,
613,2021-06-09 08:32:53,国家卫健委：6月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者9例（均为境外输入）；当日转为确诊病例2例（境外输入1例）；当日解除医学观察18例（均为境外输入）；尚在医学观察的无症状感染者361例（境外输入338例）。,
614,2021-06-09 08:31:06,国家卫健委：6月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例16例， 其中境外输入病例8例（北京2例，上海2例，四川2例，福建1例，广东1例），本土病例8例（均在广东）；无新增死亡病例；新增疑似病例11例，均为境外输入病例（均在上海）。,
615,2021-06-09 08:30:34,澳大利亚6月西太平洋消费者信心指数环比 -5.2%，前值 -4.8%。澳大利亚6月西太平洋消费者信心指数 107.2，前值 113.1。,
616,2021-06-09 08:26:29,  【中信证券：顺丰控股处于产能投入的上行周期 维持“买入”评级】中信证券研报认为，考虑到顺丰控股今年处于产能投入的上行周期，整体业绩会有所承压，但是到下半年部分新产能投入以及四网融通料将逐步见效，公司业绩有望同比改善，同时新一轮产能投入上行期后（2020H2~2021），预计明年公司步入成本改善的产能利用率爬坡期，并且并表嘉里物流，公司业绩将明显修复。分部估值法下，给予时效业务25倍PE、其他业务1.5倍PS，测算公司目标市值约4000亿元，维持“买入”评级。,
617,2021-06-09 08:24:57,【义乌5月整体房价同比上涨21.5%】根据中国房价行情网数据，2021年5月，义乌整体房价为2.67万元/平米，同比上涨了21.5%。这座浙江省金华市下辖的县级市，房价已经超过诸多二线省会城市，而在全国县级市中房价仅次于海南陵水县。半年时间，义乌连续三次出现楼面价破3万的土地。,
618,2021-06-09 08:21:57,  【中信证券：首次覆盖爱美客 给予“增持”评级】中信证券研报指出，爱美客是国内领先的创新型生物医用软组织修复材料的龙头企业，已有6款III类医疗器械注册证的产品获批上市，持续的研发投入保障了较好的创新产品梯队，伴随国内医疗美容市场的持续扩容和国产化率的提高，公司的长期发展前景良好。参考可比公司估值，给与公司2022年130x PE，对应合理目标市值1487.72亿元，首次覆盖，给予“增持”评级。,
619,2021-06-09 08:14:21, 【 “缺芯”影响持续发酵 内外资联手加仓芯片股】受供给短缺、产品涨价等因素影响，芯片板块近期表现尤为强势。成交数据显示，机构、外资等主力资金近期加码芯片股的意愿十分强烈。中信证券电子组首席分析师徐涛认为，目前半导体缺货覆盖各类产品，既包括成熟制程的MCU、电源管理芯片、功率分立器件等，也包括先进制程的手机主芯片、显卡GPU等。从历史来看，半导体缺货是长期存在的现象，但本轮缺货引发的涨价较此前更为严重。（中国证券网）,
620,2021-06-09 08:13:41,美国白宫：拜登将在周四与英国首相约翰逊会晤。拜登将于下周一与土耳其总统埃尔多安会晤。,
621,2021-06-09 08:13:30,墨西哥卫生部：墨西哥报告新增296例新冠肺炎死亡病例。,
622,2021-06-09 08:12:05,澳大利亚S&P/ASX200指数开盘上涨15.10点，涨幅0.21%，报7307.70点。,
623,2021-06-09 08:09:46,  【“中华老字号”五芳斋将在A股上市】近日，证监会网站挂出五芳斋的上市预披露文件，保荐机构为浙商证券。此次，公司拟募资10.56亿元，投向智能食品车间、数字产业智慧园、研发中心及信息化建设、成都生产基地改造等项目及补充流动资金。,
624,2021-06-09 08:08:19,【亚光科技：终止与境外公司签订的大额意向订单谅解备忘录】亚光科技早间公告，2019年5月5日，公司披露公告，公司与境外某特殊公司签署意向订单框架性协议，拟以5+9方式向客户提供14艘68米海军巡逻艇，预计意向订单总额为18480万美元（约合人民币12.4亿元）。自合同签署以来，双方积极进行了沟通和磋商，但截至目前双方未形成实质性正式合同，且在境外疫情持续恶化的形势下，经慎重考虑，公司决定终止该意向订单谅解备忘录。,
625,2021-06-09 08:08:10,市场消息，韩国政府称，韩国最早将于7月允许完全接种疫苗的公民进行海外团体旅行。,
626,2021-06-09 08:07:27,澳洲联储助理主席肯特：如果没有TFF，对中小企业的贷款实际上可能会下降。,
627,2021-06-09 08:04:07,澳洲联储助理主席肯特：缺少移民可能略微提高工资。,
628,2021-06-09 08:02:31,韩国KOSPI指数盘下跌5.25点，跌幅0.16%，报3242.58点。,
629,2021-06-09 08:00:52,日经225指数开盘下跌0.2%，报28901.56点。日本东证指数下跌0.1%。,
630,2021-06-09 07:59:58, 【山西证券：行业板块轮动 市场短期休整或将持续】山西证券研报认为，短期来看，市场成交量未出现明显下降，近期指数有所调整，目前市场仍处于快速上涨后的休整阶段，市场景气度回升较快板块在休整过后将继续表现。中期来看，景气度回升较快的消费和科技板块依旧有较强的吸引力，整体市场将在相关板块带动下继续呈震荡向上走势。板块方面，近期市场休整，板块呈现轮动现象。建议继续关注半导体板块。,
631,2021-06-09 07:59:41,【今日在售高收益银行理财产品一览】今日业绩比较基准在5.0%以上的银行人民币理财产品共2款。理财非存款、产品有风险、投资须谨慎！,
632,2021-06-09 07:58:08,【中金：2021-2022再现草甘膦行业十年一遇的景气周期】中金公司研报指出，随着市场供应的收缩，价格对需求的弹性大幅上升。本轮草甘膦的价格周期远强于2018年，甚至强于2013年，据此，我们判断草甘膦价格上行至5万元/吨及以上是大概率事件。此外，由于草甘膦供应端扩张受限，我们认为草甘膦长周期的价格体系将会重塑，可能很难回落至3万元/吨以下价格水平，过去五年（2016-2020年）价格中枢2.3万元/吨或成为历史。,
633,2021-06-09 07:55:49,澳洲联储助理主席肯特：预计2024年银行的融资利率仍将较低。对经济反弹的强劲感到惊讶。对工资和通胀方面没有感到意外。,
634,2021-06-09 07:54:56,  【北京新增2例境外输入确诊病例】6月8日0时至24时，无新增本地确诊病例、疑似病例和无症状感染者；新增2例境外输入确诊病例、1例无症状感染者，无新增疑似病例。,
635,2021-06-09 07:52:24,日本5月货币存量M3同比 6.9%，预期 7%，前值 7.8%。日本5月货币存量M2同比 7.9%，预期 8.4%，前值 9.2%。,
636,2021-06-09 07:51:28,美国总统拜登：致力于保护美国的商业吸引力。,
637,2021-06-09 07:50:58,【美国参议院通过法案，投资2000亿美元“应对中国”】美国有线电视新闻网（CNN）刚刚消息称，美国国会参议院当地时间8日以68票赞成、32票反对的结果投票通过《2021年美国创新与竞争法》。报道说，这项法案旨在向美国技术、科学和研究领域投资逾2000亿美元，以对抗中国日益增长的影响力。（环球网）,
638,2021-06-09 07:42:29,  【比亚迪首批100台唐EV正式发运挪威】据悉，比亚迪首批100台唐EV已在上海港正式发运挪威，预计在8月完成首批交付。作为首个达成百万辆新能源车下线的中国品牌，此次发运标志着比亚迪新能源乘用车业务正式布局欧洲市场，挪威成为比亚迪进军欧洲纯电动乘用车市场的首站。 (深圳商报),
639,2021-06-09 07:41:55,  亚马逊研究替换摩根大通这一信用卡合作伙伴。,
640,2021-06-09 07:39:53,【广州：零号病例溯源仍在进行，重点管控区域未来仍有可能出现散发病例】广州市卫健委疾控处副处长李铁钢表示，所有阳性病例都在一条传播链上，目前这些病例的传播链是比较清晰的。但要想明确零号病例，还需要进一步调查。在对早期管控的、封控的、足不出户的人群排查过程中，会出现一些续发病例，这些病例都在控制范围内，所以未来在这些重点区域不可避免的还会出现一定的散发病例。但由于这些区域得到了有效控制，再往其他区域扩散的风险还是比较小的。（央视）,
641,2021-06-09 07:39:34,时代天使香港IPO定价为每股173.00港元，IPO定价位于指导价区间高端。,
642,2021-06-09 07:38:03,澳大利亚央行的肯特：预期通胀不会长期高于央行目标。 定期融资工具（TFF）已使用了1450亿澳元，仍有640亿澳元可用。,
643,2021-06-09 07:37:33,除了头版内容，今天《人民日报》涉及财经的主要内容还包括：1、中央纪委国家监委印发指导意见，在国家乡村振兴重点帮扶县开展专项监督；2、中医药法执法检查报告建议，提升中医药服务能力；3、长江保护修复攻坚战取得显著成效，干流首次全线达到Ⅱ类水质；4、前4月规上互联网企业业务收入增27.8%，研发费用保持两位数增长；5、截至4月末普惠小微贷款余额增32.5%；6、有序推进节水工作，北京再生水年配置量达12亿立方米，上海万元GDP用水量降至19立方米；7、世行上调2021年全球经济增长预期至5.6%；8、德国病毒学家：新冠病毒从实验室泄漏“极不可能”；9、统筹做好古旧村落保护与利用（人民时评）。,
